,Neighborhood,address,bath,bed,description,latitude,logitude,page_url,price,rent,sale,size,year built,zipcode
190,Lower East Side,"113 E 2nd St, Liverpool, NY 10009",7,8,"For sale: $8,500,000. In the heart of the East Village, 113 East 2nd Street is a grand, 25'-wide, 7,275 square foot townhouse.



Number 113 is currently configured as a two-family townhome. Its oversized footprint and prime location offer unique flexibility in use, including single-family conversion, condo conversion, investment, and live-work. This stately red brick townhome features incredible ceiling heights throughout, a spacious garden, and an open layout chef's kitchen. The upper quadruplex features 7 bedrooms and 5 bathrooms and the parlor floor unit is a charming 1 bedroom, 2 bathroom apartment. With no buildings obstructing light on either side of the house, light flows through both the front and rear facades. The exposed brick and wooden beams create a rustic aesthetic fitting for the trendy and historic East Village. ?



Only steps from countless restaurants, shops, and cafes, 113 East 2nd Street sits between several new condominium developments, including Essex Crossing, 100 Avenue A, 32 East 1st Street, and many more. The surrounding neighborhood is one of the hottest neighborhoods in New York City and highly coveted by young students and professionals alike. This stately townhome offers incredible space and value to end-users, investors, and live-with-income buyers.",40.723336,-73.987173,https://www.zillow.com:443/homedetails/113-E-2nd-St-Liverpool-NY-10009/31496371_zpid/,8500000.00,0,1,7275,1872,10009
191,Lower East Side,"425 E 13th St # GD, New York, NY 10009",3,3,"For sale: $2,000,000. Garden D is a stunning 3 bedroom, 3 bathroom with floor to ceiling windows facing into your own private outdoor oasis . Upgraded 6'' wide plank oak wood floors. Chef Kitchen with top of the line stainless steel appliances. High ceilings throughout affording great light all day long. Washer, Dryer and Dishwasher in the unit. The Master bedroom has an en suite bathroom: walk-in shower, double sink and custom closet space. Private outdoor garden.

The 425 East 13th Street building (known as A Building) is located in East Village between First Avenue and Avenue A. This 8-story building has 95 residential units and was built in 2007. Building amenities include: Rooftop sundeck with pool and cabanas, fitness center and courtyard garden. Apartment features include: floor-to-ceiling windows, European style glass pocket doors, white painted solid maple floors in kitchen and living areas. Kitchen includes Liebherr refrigerator, Bosch oven and dishwasher, stone countertops, Allmilmo kitchen with glass and lacquer cabinetry.",40.7304,-73.981903,https://www.zillow.com:443/homedetails/425-E-13th-St-GD-New-York-NY-10009/2093955975_zpid/,2000000.00,0,1,1700,2008,10009
192,Lower East Side,"290 E 2nd St APT 2D, New York, NY 10009",1,2,"For sale: $649,000. Join us for our open house Saturday April 13th 2:00-3:30pm. This Sunny, well priced HDFC two bedroom, one bathroom is ready to become a home for new owners! Bright southern exposure will welcome you into a large living room with hardwood floors, 8'9"" ceilings, a separate dining area, and two large walk-in closets. The master bedroom, (dimensions 15 x 11'7') currently holds a king size bed with Southern exposure and wall of closets. The second bedroom (dimensions 8'6X11'7) with Northern exposure, has space for a full size bed, desk and nightstand. Enter the spacious galley kitchen and you will find windows with Western exposure, a washer/dryer unit, plenty of cabinet storage and counter space ideal for cooking and entertaining.This unique property is located just North of Houston on the border of the East Village and the Lower East Side. The apartment is two flights up and has very reasonable maintenance of $578 per month. The building has 5 floors, 20 units and a large shared common patio for entertaining guests. This is a self-managed property under HDFC Guidelines based on gross income. Family Size: 1 occupant occupants occupants, $154,395 Purchases are for primary residence only, no pied-a-terres or investment purchases permitted.",40.720621,-73.979531,https://www.zillow.com:443/homedetails/290-E-2nd-St-APT-2D-New-York-NY-10009/244793774_zpid/,649000.00,0,1,17990,1920,10009
193,Lower East Side,"283 E 4th St APT 1F, New York, NY 10009",1,1,"Zestimate® Home Value: $538,907. Own for the cost of renting! East Village incredible value.

Unlimited Subletting after 2 years of primary ownership!

Newly listed, Gut Renovated East Village 1 bedroom on a Tree Lined block. VERY LOW Maintenance. This property has a windowed living room and tons of natural light in the bedroom.

Apt Features:
- Separate entrance in an Elevator and Marble Lobby
- Laundry in the building
- Outdoor Sage Garden open year round for residents
- Pet Friendly
- Stainless steel appliances in a recently updated kitchen.
- Ceiling fan brick wall and track lighting
- Maintenance is only $553. 
- Quiet Tree lined block
 
*HDFC building with income requirements. Come by today for a viewing!",NaN,NaN,https://www.zillow.com:443/homedetails/283-E-4th-St-APT-1F-New-York-NY-10009/2120090422_zpid/,NaN,NaN,NaN,NaN,NaN,10009
194,Lower East Side,"98 Avenue C APT 6A, New York, NY 10009",1,1,"For sale: $415,000. Cute Neighborhood. Classic Les Building.  Bright, Cozy 1 Bedroom, Windows In Every Room, Great Layout.  Well Maintained Building, Backyard Access And Bike Storage. One Block From Tompkins Sq. Park.",40.723701,-73.978797,https://www.zillow.com:443/homedetails/98-Avenue-C-APT-6A-New-York-NY-10009/2086330027_zpid/,415000.00,0,1,380,1900,10009
195,Lower East Side,"414 E 10th St APT 2C, New York, NY 10009",1,0,"For sale: $375,000. Open House on Sunday, Apr 28, 12-1pm

By far the most inexpensive studio of its size in the East Village. Moreover, with a monthly maintenance of $357 and an average mortgage payment of $1500, its cheaper to own than to rent. You must see this cozy and quiet studio on the second floor of a clean and well-kept Coop building located in the East Village. Large living area allows for a small windowed bedroom or to be used as a lofty living room. The open kitchen with window can accommodate a small family dining table, has ample cabinet space, and features new refrigerator and gas stove with hood. The bathroom is also windowed and in excellent condition. Floors were recently redone throughout. This apartment is in excellent and move-in condition.

The building offers a video security intercom, a large laundry room, a bike room, an outdoor garden with BBQ space with tables and chairs, and live-in superintendent. Pets are welcome case by case. This HDFC building has income restrictions (max of $125,000 for one person) and a flip tax of 5% of profit at resale. Co-purchasing and gifting are allowed on case by case basis. Subletting allowed after 2 years of residency.",40.725399,-73.976898,https://www.zillow.com:443/homedetails/414-E-10th-St-APT-2C-New-York-NY-10009/2088417754_zpid/,375000.00,0,1,--,1930,10009
196,Lower East Side,"512 E 11th St APT 5C, New York, NY 10009",1,0,"For sale: $400,000. No attention to detail has been missed in this beautiful studio apartment. The apartment features white washed exposed brick, a renovated kitchen with Smeg convection oven and hood, Summit under counter refrigerator and Kraus faucet. The bathroom hosts an abundance of shelving and storage options as well as a luxurious rain shower-head. The hardwood floors have recently been painted, walls skim coated and receptacles and switches upgraded by a licensed electrician. The bathroom exhaust fan was also upgraded. There is a new through-wall AC and heater unit, economizing window space. The apartments faces north with views of the Empire State building. 

512 E 11th is a well-maintained, financially strong co-operative building with a beautiful common garden, bike storage, and laundry in the basement. The apartment comes with a storage locker in the basement. The superintendent is very attentive and on-call for all of your needs. 

Located on a charming block in the East Village, the apartment is a quick walk from iconic restaurants, Trader Joes, Whole Foods, Tompkins Square Park greenmarket, boutiques and nightlife. The F, and L train are nearby and the M14 bus services the area. 

This HDFC building has no income restrictions for buyers. 

Sorry, no dogs allowed!",40.727987,-73.9812,https://www.zillow.com:443/homedetails/512-E-11th-St-APT-5C-New-York-NY-10009/72511625_zpid/,400000.00,0,1,--,1929,10009
197,Lower East Side,"323 E 8th St APT 1B, New York, NY 10009",2,2,"For sale: $1,000,000. This south facing Duplex has been meticulously renovated. 

A two bedroom, two-bathroom apartment complete with high ceilings, hardwood flooring, and exposed brick. 

Complete with a Bertazzoni oven, Caesarstone countertops and an abundance of custom cabinet space, the open kitchen creates the perfect entertaining oasis and gracious space for the home chef. 

The top floor bedroom features an ensuite bathroom, while the lower master bedroom boasts two oversized closets and gorgeous exposed beams. A soaking tub and double shower head make for a truly tranquil master bathroom. 

The apartment also features split A/C units.

323 8th Street is located steps away from Tompkins Square Park in an established boutique co-op which allows for co-purchasing, gifting, pied-a-terres and guarantors.",40.725333,-73.97937,https://www.zillow.com:443/homedetails/323-E-8th-St-APT-1B-New-York-NY-10009/122189781_zpid/,1000000.00,0,1,800,1910,10009
198,Lower East Side,"99 Avenue B APT 4CD, New York, NY 10009",1,2,"For sale: $650,000. Split 2 bedroom layout in desirable elevator building. This corner unit welcomes you with 7 oversized windows allowing Southern and Eastern light and air all day long. High ceilings and hardwood floors run throughout the apartment. Discover smartly renovated open kitchen layout which maximizes storage and space with stainless steel dishwasher, wine fridge, oven and full-sized refrigerator.

Tompkins Court is a pet-friendly co-op which is financially solid and exceptionally well run. Subletting is allowed after 2 years. Pied-a-terres, parental purchasing, co-purchasing and guarantors allowed.

From the roof deck, you get 360 views of Manhattan and Brooklyn and overlooks the quiet and peaceful garden. Newly renovated laundry room, video security, private storage in basement (nominal fee), and bike storage are also available. 

Just a few doors down from Tompkins Square Park, you have access to all the amazing award-winning restaurants, casual cafes, boutique retail, not to mention the music, theater and art that has made the East Village a local destination for decades.",40.724601,-73.981201,https://www.zillow.com:443/homedetails/99-Avenue-B-APT-4CD-New-York-NY-10009/2087700176_zpid/,650000.00,0,1,--,1901,10009
199,Lower East Side,"511 E 6th St, New York, NY 10009",12,20,"For sale: $7,000,000. The Property is ideally located on the south side of East 6th Street between Avenue A & Avenue B in the heart of the East Village, and within walking distance of the M14A bus, the L train on 14th Street, the 6 train at Astor Place, and the 2nd Avenue F train along Houston Street. 



The property which is situated one block south of Tompkins Square Park and minutes from the FDR Drive, is comprised of nine (8) two-bedroom residential units. The 2 BR's are averaging $3,200/month, which represent a 25%-30% discount to current market rates. The retail is recently vacant, and is right next door to the famous Buenos Aires restaurant, we project a retail tenant to pay 10K for Ground & Cellar.",40.725299,-73.9831,https://www.zillow.com:443/homedetails/511-E-6th-St-New-York-NY-10009/2113423469_zpid/,7000000.00,0,1,6152,1920,10009
200,Lower East Side,NaN,NaN,NaN,NaN,40.728994,-73.977323,https://www.zillow.com:443/homedetails/630-E-14th-St-APT-12-New-York-NY-10009/244901630_zpid/,NaN,NaN,NaN,65585,1923,NaN
201,Lower East Side,NaN,NaN,NaN,NaN,40.729,-73.982101,https://www.zillow.com:443/homedetails/438-E-12th-St-APT-5A-New-York-NY-10009/2084920573_zpid/,NaN,NaN,NaN,--,2017,NaN
202,Lower East Side,"223-225 E 4th St # 19-20, Manhattan, NY 10009",1,2,"For sale: $1,200,000. STAIRWAY TO HEAVEN! Step out of the nondescript, sterile glass box and step into the quintessential East Village apartment! Filled with the character, charm and history of the East Village, this magnificent home will take you back to the days of glory of the Village art world. This convertible three bedroom space also offers the possibility of installing a second bath. Four large South facing windows in the living room fill the space with light and air. An additional six (6) thermapane windows offer light, ventilation and airiness to every room. The high 9.7 foot ceilings add extra drama to this marvelous home. The professional chef's kitchen offers an LG, three door SS refrigerator, a Bosch SS dishwasher, black Kenmore Pro gas stove and endless storage. An LG full sized combination washer dryer, low, low maintenance, gorgeous hardwood floors, exposed brick and loads of old world architectural details make this home the one to own! The apartment transfers with its own, double individual storage unit at no cost and your pets are lovingly welcomed. Co-purchasing and gifting allowed.

This gem is housed in one of the East Village's most desirable Co-Ops. This magnificent 1890 building has been restored and updated to perfection. The impressive blue slate stairs, certified and fully restored in 2010, are hugged by gorgeous wrought iron balustrades, Impeccably kept and lovingly treasured by its tenants and staff, it has had its boiler, parapets, roof and pipes replaced and updated in recent years. The building offers a landscaped roof deck, landscaped garden with BBQ, bike room and central laundry room. It just does not get any better than this! All information furnished regarding property of sale or rent or regarding financing is from sources deemed reliable, but Corcoran makes no warranty or representation as to the accuracy thereof. All property information is presented subject to errors, omissions, price changes, changed property conditions, and withdrawal of the property from the market, without notice.",40.7238,-73.9832,https://www.zillow.com:443/homedetails/223-225-E-4th-St-19-20-Manhattan-NY-10009/2085336781_zpid/,1200000.00,0,1,1000,1937,10009
203,Lower East Side,"223-225 E 4th St # 16, Manhattan, NY 10009",1,1,"For sale: $700,000. This is the East Village One-Bedroom buyers have been waiting for! 223 East 4th Street #16 is a fully renovated one bedroom that is south facing with natural light all day. The owners renovated the kitchen, lighting fixtures and custom & thoughtful built-ins throughout. There is exposed brick in the living/dining area, high ceilings and a smart layout that provides plenty of storage!

The apartment transfers with its own, individual storage unit at no cost. The building is also pet-friendly and co-purchasing and gifting allowed.

223-225 East 4th is one of the most desirable co-ops in the East Village. The building financials are excellent and mechanicals have been upgraded and maintained. The shareholders have lovingly restored the historic 1890's building and the hallways have been updated with updated lighting, restored slate flooring and antique chair rail molding. 

The building amenities include a landscaped roof deck & garden, with BBQ, bike room, central laundry room (the building allows W/D in-unit as well), and each unit has an individual storage cage.",40.7238,-73.9832,https://www.zillow.com:443/homedetails/223-225-E-4th-St-16-Manhattan-NY-10009/2085219832_zpid/,700000.00,0,1,--,1937,10009
204,Lower East Side,"626 E 14th St APT 20, New York, NY 10009",1,0,"For sale: $449,000. *TOP FLOOR TREASURE WITH TRIPLE EXPOSURES* 
DEAL FELL THRU~ BACK ON MARKET WITH NEW PRICE! Six windows plus a skylight allow glorious natural light to flood this airy gem with over 11' ceilings adding to the expanse. The open living space can easily convert back to its original one bedroom layout or remain loft-like with exposed brick accenting the south and west walls. You will LOVE this kitchen! Artfully conceived to create room for a dining table, this sleek design includes a Kitchen Aid drawer refrigerator and freezer, water purifier, Silestone counters with a seamless glass panel back splash, white high gloss solid panel cabinetry and Italian porcelain tile floor. The bathroom has also been fully renovated in a clean white palette and a space-saving pocket door. Rounding out the picture is a walk-in closet, super low maintenance and pretty leafy views with open sky all around_this retreat is absolutely worth the 4 flights up! 

Built circa East 14th Street is part of a six building Co-operative with a backyard and grilling area, storage, bike room, resident Superintendent and is pet friendly. Note that the hallways and stairwell are undergoing a full replacement which has already been paid for! 

This vibrant neighborhood is continuing to thrive with even more shopping and dining options, Trader Joe's and Target nearby as well as the L-train expansion and of course easy access to the Union Square train lines. With exciting new development all around, this is a real value-play. Don't let this top floor beauty slip away.",40.728591,-73.97678,https://www.zillow.com:443/homedetails/626-E-14th-St-APT-20-New-York-NY-10009/244712217_zpid/,449000.00,0,1,65585,1920,10009
205,Lower East Side,"300 E 4th St # 4B, New York, NY 10009",1,1,"For sale: $990,000. Become a part of this boutique East Village Coop!  This apartment has approximately 850 Square Feet. The bedroom easily fits a queen sized bed set. There are two mezzanines that can be utilized as guest rooms, home office, or extra storage. 

The windowed custom kitchen features stainless steel appliances with black marble countertops. The highlight of this space is the 15 foot ceilings that bring out the charm of the exposed brick walls. 

The modern white marble bath has matching floors and counters as well as a wall to wall medicine cabinet. 

The apartment is extremely bright with five oversized windows overlooking the community garden and open skies. 

There is ample custom closet space and built ins in the living room.

The building has an elevator, laundry and a furnished landscaped roof deck currently undergoing gut renovation. 



Laundry, pets allowed, video security ,intercom and full time super.



Please reach out via phone or text to coordinate a showing, Unit is occupied. Please allow 24 hour notice as this is tenant occupied.",40.722279,-73.980524,https://www.zillow.com:443/homedetails/300-E-4th-St-4B-New-York-NY-10009/72511515_zpid/,990000.00,0,1,850,1940,10009
206,Lower East Side,NaN,NaN,NaN,NaN,40.72269,-73.98138,https://www.zillow.com:443/homedetails/268-E-4th-St-APT-2CD-New-York-NY-10009/2096605675_zpid/,NaN,NaN,NaN,900,1922,NaN
207,Lower East Side,"619 E 11th St APT 4B, New York, NY 10009",1,1,"For sale: $690,000. First open house this Sunday!

Its time to own a piece of NYCs quintessential neighborhood!
Located on a leafy East Village street, this pin-drop quite 1BR sanctuary awaits you.
 As you walk into the apartment, you are greeted by a spacious living room with an open floor plan that allows for flexible layout and north facing unobstructed garden views from all rooms. The bedroom easily fits a queen size and has generous closet space. 

This is a peaceful oasis yet you are steps away from NYCs BEST that this vibrant neighborhood has to offer: food, fun and culture. 
This well maintained condo offers individual storage and a common courtyard.
Call to schedule a viewing!
Tenants in place until July 31st.",40.727245,-73.978347,https://www.zillow.com:443/homedetails/619-E-11th-St-APT-4B-New-York-NY-10009/60147783_zpid/,690000.00,0,1,482,1920,10009
208,Lower East Side,"206 E 7th St APT 3, New York, NY 10009",1,0,"For sale: $400,000. ** Subletting allowed from day 1- Minimum Lease term is 30 Days** 



Welcome to this wonderful studio located in the East Village, just half a block from the park. This apartment would make the perfect primary residence, pied a terre or investment property. The apartment boasts a newly renovated kitchen and floors. It is on the first floor of a walk up building and located in the back so it's nice and quiet. The building is pet friendly and allows many types of purchasing scenarios. You can even add a washer/dryer to the unit if you wanted to. Call me today to setup a private showing. This opportunity will not last.",40.724382,-73.980125,https://www.zillow.com:443/homedetails/206-E-7th-St-APT-3-New-York-NY-10009/244743655_zpid/,400000.00,0,1,--,1900,10009
209,Lower East Side,"399 E 8th St # 4D, New York, NY 10009",1,2,"For sale: $1,095,000. East Village most affordable 2 bedroom condo featuring an open kitchen with breakfast bar and balcony. Equipped with stainless steel appliances including gas ranges, refrigerators and dishwashers. In-unit washer-dryers combo. Large floor to ceiling windows and hardwood floors throughout. Superior build quality with an elevator,gym, pet washing station,billiard room, bike storage and beautiful roof-deck. Additional storage lockers available. abatement til 2036.

Alphabet City is a bohemian enclave inside the East Village. Alphabet City now overflows with trendy bars and stylish restaurants. Alphabet City reminiscent of Soho in the 90s and Williamsburg in the early 2000s. Now you can find a modern condo at an affordable price in Manhattan.",40.724436,-73.97743,https://www.zillow.com:443/homedetails/399-E-8th-St-4D-New-York-NY-10009/244877894_zpid/,1095000.00,0,1,733,2016,10009
210,Lower East Side,"157 E 2nd St # 5-3, New York, NY 10009",1,2,"For sale: $799,000. East Village, Prime Location

Fully Renovated Pre-War Building

THIS APARTMENT WILL NEED A FULL RENOVATION, 

GREAT SPACE TO DEVELOPE YOURS OWN FLOOR PLAN

Living Room

Two Bedrooms

Windowed Kitchen

Windowed Bathroom

9' High Ceilings

Fifth Floor Apartment

ELEVATOR

Washer/Dryer and Dishwasher Allowed

Voice Intercom, TV Monitor

Storage

Good Transportation, One Block from E.Houston and F Train, J,M and Z Lines at Delancet-Essex Street Stop

Asking $ 799,000

Monthly Maintenance $ 350 ( Include Real Estate Taxes, Hot Water and Heat)

Please e-mail me to request a floor plan, more information or to schedule a viewing

Many Thanks

Saul",40.722499,-73.985298,https://www.zillow.com:443/homedetails/157-E-2nd-St-5-3-New-York-NY-10009/2086276949_zpid/,799000.00,0,1,--,1920,10009
211,Lower East Side,NaN,NaN,NaN,NaN,40.727199,-73.978599,https://www.zillow.com:443/homedetails/613-E-11th-St-APT-A3-New-York-NY-10009/2087550756_zpid/,NaN,NaN,NaN,1261,2001,NaN
212,Lower East Side,"399 E 8th St # 9, New York, NY 10009",3,3,"For sale: $3,300,000. Majestic views from this loft-like three bedroom and three bath home. Elevators open directly onto your own private floor while expansive windows offer incomparable vistas of the city skyline. Dramatic 360-degree views provide an airy and sun-drenched experience inside. Entertain in the large living/dining room and prepare gourmet meals in the open Viking kitchen with under mounted stainless steel chef's sink, Sub-zero appliances. The second master opens up a large terrace, offering additional space for entertaining or quiet relaxation. The expansive master suite features a luxurious marble shower stall and separate bath with private terrace. The residence also features expansive triple layer picture windows, solid white oak hardwood floors, Bosch washer /dryer, and high efficiency, year round central heat and AC. 
-- 
Building amenities include an amazing rooftop deck, complete with unobstructed Freedom Tower and downtown views, dog washing station, bike room, fitness area, lounge with billiards room and secure video entry",40.723999,-73.976303,https://www.zillow.com:443/homedetails/399-E-8th-St-9-New-York-NY-10009/2085149749_zpid/,3300000.00,0,1,2403,2016,10009
213,Lower East Side,"631 E 9th St APT 4A, New York, NY 10009",2,2,"For sale: $1,499,999. A keyed elevator opens into this modern, comfortable and perfectly situated luxury condo, overlooking one of the East Village's best community gardens. This 933 square foot, two-bedroom, two bath fourth floor unit in the 11-year old boutique, six-story Tompkins East Condominiums offers you a rare combination of seclusion, convenience and style. Wake up to the sounds of birds singing, breakfast on your own private balcony and take in the vibrant cultural life of Alphabet City and the East Village. This family friendly yet hip condo offers an efficient true two bed, two bath layout, centered around an open living and dining space extending onto a usable private balcony with unobstructed views of the community garden across the street. Full southern exposure gives this unit amazing light and airiness. The sizable master bedroom features a luxuriously appointed en suite bathroom equipped rain water shower head and Geberit toilet. The second bedroom is a true full bedroom with its own bathroom. Both bathrooms have underfloor heating. The well-appointed kitchen is equipped with a suite of Miele appliances, including a vented range, dishwasher in an ergonomic design. Other amenities include: An in-unit washer and dryer Unit controlled central heat and air conditioning with remotesLots of closet spacePrivate Roof Cabana Beautiful maple wood flooring Sound proof tilting windows Personal storage unitVideo entry phoneWith only two apartments per floor, your residence has an air of seclusion and privacy. The neighborhood, of course, is vibrant as only the East Village can be. Convenient transportation is everywhere. The dining, cafes, art galleries, boutiques and recreational opportunities are within an easy walk but far enough that they won't disturb your rest. Tompkins Square Park which is half a block away. it's a hub for activity with its multiple playgrounds, New York's best dog run, basketball and racquetball courts, concerts venues, farmers market, even a sprinkler park with picnic tables. Take a moment and imagine yourself in this environment? In this home.",40.725865,-73.978804,https://www.zillow.com:443/homedetails/631-E-9th-St-APT-4A-New-York-NY-10009/97541787_zpid/,1499999.00,0,1,933,2005,10009
214,Lower East Side,"283 E 4th St APT 3C, New York, NY 10009",1,2,"For sale: $704,000. Lovely sun filled real 2 bedroom in well run elevator co-op.  Convenient layout maximizes space with 2 well sized bedrooms, eah with closet.  Open views all around.  Kitchen can be opened to modernize layout.  Tiled bath.  Hardwood floors and high ceilings. 

Beautiful Marbled Lobby Building - Bright and airy laundry , Shared outside space with BBQs, tables and chairs, Bike room. Pets welcome. Convenient location in exciting East Village.  Low maintenance, High income guidelines, easy financing and approval. Subletting after 2 years. READY GROUP - CALL Janet - Contact Seller's agent",40.722801,-73.980796,https://www.zillow.com:443/homedetails/283-E-4th-St-APT-3C-New-York-NY-10009/2105432621_zpid/,704000.00,0,1,700,1920,10009
215,Lower East Side,"257 E 7th St APT 6, New York, NY 10009",1,1,"For sale: $699,000. FALL IN LOVE AGAIN

Enchanting garden views await in this perfectly laid out and lofty studio on one of the most picturesque East Village streets. A generous four northern window expanse is the focus of this quadrant of classic and utilitarian space. There are two large closets and tons of built-in cabinets and shelving. An extra large banquet that can also be an additional sleeping nook with deep drawer storage underneath. The living room space has floor to ceiling cabinets and open shelving. The kitchen features brand new appliances and a generous windowed workspace. Nine foot ceilings make for an airy feel. The prize jewel are the protected garden views. Tranquil and lush they excude a wonderful calm for the apartment located in the heart of Alphabet City.



This boutique pre-war coop has a gorgeous planted rooftop open all year round. There is an exercise room. There is also a large storage unit (at annual cost). Pets welcome!



Facing the lovely pastel townhouses of East 7th street and a block from Tompkins Square Park this Village gem is close to all! Offering some of the city's best and interesting dining options such as Hearth, Edi & The Wolf, Momofuki Ssam and cultural staples Sunshine Cinema, Upright Citizens Brigade recreation on the East River Bikeway and river views from the promenade just a block away.",40.7238,-73.9776,https://www.zillow.com:443/homedetails/257-E-7th-St-APT-6-New-York-NY-10009/2093826413_zpid/,699000.00,0,1,--,1900,10009
216,Lower East Side,"226 E 2nd St APT 1D, New York, NY 10009",1,1,"For sale: $1,200,000. Dramatic Duplex LOFT w/ 16"" ft Ceilings & Huge Private Garden located in the heart of the East Village! 



The generously-sized home starts off with a wall of large side by side closets, you walk out into your living room which gets tons of light due to its soaring 16 ft. ceilings and 4 over-sized windows that look out onto the garden. The Garden is huge at approximately 450 sqft & offers the perfect setting for hosting al fresco dinner parties. The full height sleeping loft is spacious with a window, wood flooring, and a large walk in closet. The kitchen has been recently renovated with new high-gloss white cabinets, glass tile backsplash, white Silestone counters complimented with stainless steel Viking and Bosch appliances. The electric in this unit has been upgraded recently to accommodate all modern appliances/devices at the same time without issue. The windowed bathroom has subway tiles, a deep soaking tub, and new fixtures throughout. 



The co-op is pet-friendly and features a liberal sublet policy, all new security system, renovated hallways, renovated facade, elevator, central laundry room and a live-in Super.



Liberal sublet so bring your co-op or CONDO buyers and Come Live in one of the city's most vibrant neighborhoods filled with excellent nightlife and incredible restaurants.",40.721846,-73.982659,https://www.zillow.com:443/homedetails/226-E-2nd-St-APT-1D-New-York-NY-10009/72511508_zpid/,1200000.00,0,1,850,1900,10009
217,Lower East Side,"307 E 8th St # 5/6A, New York, NY 10009",1,2,"For sale: $850,000. This unique East Village 1-2 bedroom duplex home with a private roof deck is located on the top two floors of a pre-war walk-up building on a prime park block in Alphabet City. Restored to celebrate the original details this property oozes charm.



Five quick flights up, you are immediately struck by the extraordinary light flowing through south-facing windows. Exposed brick, hardwood floors, and high wood beamed ceiling celebrate the artistic vibe of the neighborhood. The top floor is dedicated to your entertaining space with an open stainless steel kitchen with adjacent dining nook and living room with two south facing windows flooded with light and views of downtown. The unexpected private rooftop (accessed via the building stair) provides a perfect perch for summertime gatherings and al-fresco dining. Low monthlies and a washer/dryer complete the picture!



Ideally situated in the vibrant East Village, a stone's throw from Tompkins Square Park, Brant Foundation Art Study Center on East 6th, fantastic restaurants, bars, and public transportation (L, F, J, M, Z and 6 trains).  This self-managed 10 unit co-op is financially sound - in fact, the co-op plans to pay down their underlying mortgage in full by 2020 which could reduce the monthly maintenance costs.  Additional storage is available. Sorry, no dogs. Images are virtually staged/furnished.",40.725601,-73.979896,https://www.zillow.com:443/homedetails/307-E-8th-St-5-6A-New-York-NY-10009/2085517781_zpid/,850000.00,0,1,--,1900,10009
218,Lower East Side,NaN,NaN,NaN,NaN,40.729,-73.982101,https://www.zillow.com:443/homedetails/438-E-12th-St-APT-PHG-New-York-NY-10009/2086431677_zpid/,NaN,NaN,NaN,2258,2017,NaN
219,Lower East Side,"275 E 7th St # 2ND-FLR-AP, New York, NY 10009",1,2,"For sale: $1,199,000. - Apt #3 Largest Footprint currently on the market with the LOWEST Monthly Maintenance of $596
- East Village FULL FLOOR coop apartment located in a multifamily Townhouse! 
- One Apt per floor
- Adaptable Floor Plan
- Building dimension: 22' x 54'

This 4 story, five unit prewar townhouse provides complete privacy and space with just one floor-through apt per floor. Located on a peaceful, tree lined street, apartment #3 is on the second floor, one flight up. 

Currently configured as an extra large 1 bedroom coop this generous space easily converts into a very comfortable 2BR apartment &/or home office, courtesy of a substantial south facing alcove area off the living room.

The south facing living room begins with an open kitchen that flows seamlessly into the dining area and separate living area. Three over sized windows overlook a peaceful tree lined street. High ceiling provide plenty of natural light.

Passing back by the kitchen the 18 ft hallway bypasses three large floor to ceiling closets including 1 walk-in closet. There is a stacked in-unit washer/dryer opposite the double sized ensuite bathroom which features a cast iron claw foot tub and yet another floor to ceiling closet. 

The extra large bedroom has 3 more oversized windows that overlook a tranquil north facing garden. Features include high ceilings and a decorative, white-washed exposed brick fireplace and yet another large floor to ceiling closet. 

Additional features include a dishwasher & in wall a/c units.

The coop is pet friendly. Sublets are allowed with board approval. Pied-a-terre use, co-purchasing, guarantors & gifting considered. There is NO UNDERLYING MORTGAGE.

The location is 2 blocks to Tompkins Square Park which has a year round green market every Sunday & 1 block to east river promenade. Within a 2 block radius you can enjoy access to 10 lush, immaculately maintained community gardens which are plentiful throughout the neighborhood. 

Located a world away from the hustle & bustle of the city yet it is within close proximity to everything Manhattan has to offer. Close to downtown's tech hub, N.Y.U. The Icahn Sch of Medicine at Mount Sinai and a multitude of first class dining options. The neighborhood is a melting pot of art, culture & entertainment. 

Transportation options include the L, F & #6 trains. There are 7 Citibike docking stations nearby and 3 bus lines service the area.

Viewings available daily by appointment.",40.723499,-73.976898,https://www.zillow.com:443/homedetails/275-E-7th-St-2ND-FLR-AP-New-York-NY-10009/2085159933_zpid/,1199000.00,0,1,--,1900,10009
